O*NET-SOC Code,Title,Reading Comprehension,Active Listening,Writing,Speaking,Mathematics,Science,Critical Thinking,Active Learning,Learning Strategies,Monitoring,Social Perceptiveness,Coordination,Persuasion,Negotiation,Instructing,Service Orientation,Complex Problem Solving,Operations Analysis,Technology Design,Equipment Selection,Installation,Programming,Operations Monitoring,Operation and Control,Equipment Maintenance,Troubleshooting,Repairing,Quality Control Analysis,Judgment and Decision Making,Systems Analysis,Systems Evaluation,Time Management,Management of Financial Resources,Management of Material Resources,Management of Personnel Resources,Auto label value,Auto probability0,Auto probability1,Auto probability2,Auto probability
51-6021.00,"Pressers, Textile, Garment, and Related Materials",1.75,2.0,1.5,2.0,0.75,0.0,2.25,1.5,1.0,2.12,1.75,1.75,1.25,1.12,0.38,1.5,1.75,0.5,0.5,1.12,0.25,0.0,2.12,2.25,1.38,1.75,1.0,1.88,2.12,0.88,1.25,2.0,0.5,0.5,0.75,1,0.803995415026634,0.7150219555794592,0.7530840821482911,0.7573671509181281
51-6041.00,Shoe and Leather Workers and Repairers,2.25,2.25,1.5,2.12,1.0,0.12,2.62,1.75,0.12,2.5,2.25,2.12,2.12,1.38,1.62,2.38,2.0,1.12,0.12,1.5,0.0,0.0,2.25,2.25,0.0,1.62,0.12,2.38,2.38,1.38,0.12,2.12,0.5,0.75,1.75,1,0.7378781324881629,0.6592483708973305,0.709572899009629,0.7022331341317075
51-6042.00,Shoe Machine Operators and Tenders,2.75,2.75,1.75,2.62,1.62,0.12,2.38,1.75,1.12,2.88,1.88,1.88,1.62,1.25,1.38,1.38,2.5,1.25,0.5,2.5,0.0,0.0,2.88,3.0,2.62,2.5,2.25,3.0,2.38,1.62,1.75,2.62,1.0,0.88,1.75,1,0.803644144305963,0.7961097948642646,0.734588183001847,0.7781140407240249
51-6051.00,"Sewers, Hand",2.25,2.38,2.25,1.88,2.12,0.0,2.38,2.12,2.25,2.62,2.0,1.88,1.88,2.0,2.62,2.12,2.38,1.62,1.0,0.25,0.0,0.0,2.12,2.25,0.0,1.62,0.0,2.0,2.38,1.88,1.75,2.5,1.5,2.0,2.25,1,0.6963190925151252,0.6552425765747785,0.6720381678325111,0.6745332789741383
51-6052.00,"Tailors, Dressmakers, and Custom Sewers",2.62,3.0,2.25,2.88,1.62,0.0,3.0,2.62,1.75,2.62,2.88,2.5,2.0,2.12,1.88,2.75,2.62,2.12,1.0,1.88,0.0,0.0,2.12,2.38,1.5,1.38,1.25,2.12,2.75,1.25,1.25,2.88,0.75,0.88,2.0,1,0.695996716996035,0.7117320846816142,0.6648824894949144,0.6908704303908545
51-6061.00,Textile Bleaching and Dyeing Machine Operators and Tenders,2.62,3.0,2.62,2.62,2.5,1.0,2.62,2.0,1.75,2.75,2.38,2.75,1.88,1.62,2.12,2.0,2.25,1.5,0.75,2.0,1.0,0.0,3.62,3.25,2.25,2.12,2.25,3.0,2.38,1.88,2.0,2.25,0.75,0.62,1.88,1,0.7434324650133135,0.7687054749807203,0.6901593117875677,0.7340990839272005
51-6062.00,"Textile Cutting Machine Setters, Operators, and Tenders",2.62,2.5,2.25,2.12,2.12,0.0,2.75,2.0,2.0,3.25,1.88,2.75,1.62,1.62,2.62,1.62,2.62,1.25,0.75,2.12,1.25,0.75,3.75,3.75,3.25,3.0,3.0,3.12,2.62,2.25,2.12,2.75,0.75,1.12,2.12,1,0.7232449445276075,0.7025338073445937,0.6728654454817615,0.6995480657846542
51-6063.00,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders",2.25,2.5,1.88,2.5,0.88,0.25,2.5,1.5,1.62,2.88,1.88,2.25,1.75,1.38,2.12,1.62,2.0,1.88,0.25,1.75,0.5,0.0,3.12,2.88,2.38,2.38,1.62,2.5,2.38,1.0,1.12,2.25,0.62,0.5,1.75,1,0.7638851041926955,0.7700166504315575,0.7157656891340594,0.7498891479194375
51-6064.00,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",2.12,2.5,2.0,2.38,2.0,0.0,3.0,2.12,2.0,3.0,2.0,2.5,1.62,1.62,2.5,2.0,2.0,1.38,0.5,2.0,1.0,0.0,3.88,3.88,2.5,2.62,2.75,3.0,2.38,2.12,2.12,2.12,0.75,1.0,2.0,1,0.7244777211925566,0.7351675025155942,0.6810610762458964,0.713568766651349
51-6091.00,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers",2.75,3.0,2.62,2.88,1.88,0.62,3.0,2.62,2.12,3.12,2.62,3.0,2.12,2.12,2.38,2.12,2.75,1.5,0.62,2.25,0.0,0.25,3.88,3.25,2.5,2.75,2.62,2.75,2.88,1.75,2.0,2.88,0.75,1.0,2.12,1,0.6955359918699742,0.7648667814248142,0.6509081485226602,0.7037703072724829
51-6092.00,Fabric and Apparel Patternmakers,3.25,3.38,2.88,3.0,3.0,0.12,3.38,3.0,3.0,3.25,2.88,2.88,2.62,2.62,3.0,2.75,3.0,2.75,1.5,0.62,0.0,1.25,2.88,2.5,0.12,2.12,0.38,3.12,3.0,2.75,2.38,3.0,1.62,1.88,2.12,1,0.5455675408226028,0.531821617181933,0.5500824570231799,0.5424905383425719
51-6093.00,Upholsterers,3.0,3.0,2.38,2.88,2.5,0.5,3.12,2.88,2.75,3.0,2.5,2.75,2.5,2.25,2.62,2.88,3.0,1.75,1.38,2.12,0.38,0.0,2.88,2.62,1.88,2.0,1.88,2.75,2.88,2.0,2.0,3.0,1.5,1.75,2.25,1,0.6031595357733011,0.638774136962013,0.5956239274006236,0.6125192000453126
51-7011.00,Cabinetmakers and Bench Carpenters,2.62,2.5,2.38,2.5,3.0,0.38,3.0,2.75,2.25,3.12,2.38,2.5,2.25,2.0,2.25,2.0,2.75,2.88,1.5,2.88,0.62,0.75,3.12,2.88,2.88,2.88,2.5,3.38,2.88,2.0,2.0,3.0,1.25,1.5,2.38,1,0.6893762981191571,0.6984518603828178,0.6437038493949672,0.6771773359656473
51-7021.00,Furniture Finishers,2.75,3.0,2.25,2.38,1.75,0.12,3.12,2.75,2.25,2.88,2.62,2.75,2.0,2.12,2.62,2.62,2.75,2.0,0.75,2.25,0.0,0.12,3.0,2.62,2.0,2.25,2.12,2.88,2.75,2.0,2.0,2.88,1.25,1.88,2.62,1,0.6441705995969755,0.7023006490575199,0.6244360265291391,0.6569690917278782
51-7031.00,"Model Makers, Wood",3.12,3.0,2.75,2.88,2.0,1.0,3.12,2.62,1.88,2.88,2.5,3.0,1.88,1.88,2.38,2.38,3.0,2.88,1.25,0.5,0.5,0.62,2.88,2.88,0.25,1.5,0.0,2.62,2.62,2.25,2.0,2.88,0.75,0.88,2.0,1,0.6584012244734367,0.6699664054866616,0.6341979219784264,0.6541885173128416
51-7032.00,"Patternmakers, Wood",3.0,3.0,2.12,2.5,3.0,0.88,3.12,2.5,2.0,3.0,2.62,2.25,1.75,1.5,2.12,1.88,3.0,3.0,1.5,2.75,0.12,0.62,3.0,3.0,2.38,2.25,2.25,3.12,2.88,2.12,2.0,2.62,1.88,2.0,2.0,1,0.7380806180652257,0.7485627667581412,0.6739504705279842,0.7201979517837837
51-7041.00,"Sawing Machine Setters, Operators, and Tenders, Wood",2.62,2.5,1.38,2.12,1.5,0.25,2.75,2.0,1.88,2.88,2.25,2.5,1.62,1.62,2.12,1.62,2.25,1.38,0.38,1.88,0.5,0.12,3.12,3.0,2.62,2.62,2.5,2.88,2.38,1.75,1.5,2.38,0.5,0.75,1.5,1,0.7591333308749881,0.7806390978904574,0.7072095110486316,0.7489939799380257
51-7042.00,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",2.75,2.75,1.75,2.5,2.5,0.5,2.88,2.12,2.12,2.88,2.0,2.0,1.75,1.38,1.75,1.38,2.5,1.62,1.38,2.5,1.25,1.12,3.5,3.25,3.0,3.0,3.0,3.0,2.12,0.88,1.62,2.12,0.62,1.12,1.5,1,0.7699258362590626,0.7070606436629987,0.707191416379942,0.7280592987673344
51-8011.00,Nuclear Power Reactor Operators,3.88,3.88,3.0,3.25,2.75,3.0,4.0,3.12,3.0,4.0,3.12,3.25,2.88,2.75,3.0,2.88,3.25,0.5,0.5,0.0,0.0,1.25,3.88,3.75,0.12,3.12,0.38,3.25,3.38,3.0,2.88,3.38,1.25,1.25,3.0,0,0.4582116036036865,0.44582044895906847,0.48868991374397197,0.46424065543557563
51-8012.00,Power Distributors and Dispatchers,3.62,3.5,3.12,3.25,2.75,1.5,3.75,3.0,2.62,3.25,3.0,3.62,2.62,2.75,3.0,2.88,3.12,1.88,0.62,1.12,0.12,0.88,3.5,3.0,1.38,2.5,1.38,2.88,3.25,2.75,2.88,3.0,0.75,1.12,3.0,1,0.5338383486412894,0.5588092187093423,0.5375642821582147,0.5434039498362822
51-8013.00,Power Plant Operators,3.25,3.12,2.88,3.0,1.88,1.88,3.62,3.0,2.38,3.38,2.75,3.0,2.0,1.62,2.62,2.62,3.0,0.88,1.0,2.25,0.5,0.75,4.0,3.75,3.0,3.12,3.12,3.12,3.12,2.25,2.12,2.75,0.75,0.75,2.38,1,0.6479256735992749,0.6950977451004405,0.6152256763241155,0.6527496983412769
51-8013.03,Biomass Plant Technicians,3.0,3.0,3.0,3.0,2.75,1.62,3.12,3.0,3.0,3.25,2.88,2.88,2.5,2.12,2.75,2.88,3.0,1.25,0.88,2.12,0.12,0.75,3.88,3.5,3.12,2.88,2.88,3.0,3.0,2.75,2.25,3.0,1.0,1.62,2.25,1,0.620865899139659,0.6828825169456536,0.5935056746859004,0.632418030257071
51-8013.04,Hydroelectric Plant Technicians,3.62,3.12,2.88,3.0,3.38,2.25,3.25,3.12,2.62,3.75,2.75,3.0,2.62,2.38,2.88,2.25,3.12,1.12,1.5,3.0,2.62,1.5,4.0,3.62,3.75,3.62,3.75,3.12,3.38,2.62,2.88,2.62,1.12,1.38,2.5,1,0.5735909743442278,0.4815047067916822,0.5604444511900368,0.5385133774419822
51-8021.00,Stationary Engineers and Boiler Operators,3.0,3.0,2.75,3.0,1.5,2.12,3.12,2.62,2.12,3.12,2.12,2.75,2.12,2.12,2.75,2.12,3.0,1.75,1.12,2.25,1.25,0.25,3.5,3.25,3.0,3.38,3.5,3.12,3.0,3.0,3.0,3.0,0.5,1.25,2.62,1,0.629318488823202,0.6205414387144685,0.606073683014074,0.6186445368505815
51-8031.00,Water and Wastewater Treatment Plant and System Operators,3.25,3.12,2.88,3.0,3.0,2.12,3.25,3.12,2.75,3.75,2.88,3.12,2.0,1.88,2.88,2.25,3.0,0.75,0.88,2.62,0.25,0.62,3.75,3.25,3.25,3.25,3.25,3.38,3.0,2.62,3.0,3.12,0.75,1.0,2.38,1,0.640700698002604,0.6827195123678962,0.6023901199005479,0.641936776757016
51-8091.00,Chemical Plant and System Operators,3.75,3.75,3.0,3.12,2.88,2.88,3.75,3.0,2.88,3.75,2.62,2.75,2.12,2.12,2.62,2.12,3.12,2.0,0.0,2.0,0.0,1.0,4.5,3.88,2.75,2.62,2.75,3.5,3.0,2.5,2.75,3.0,1.12,1.38,2.75,1,0.6695754117699266,0.7018119234946312,0.612803874609881,0.6613970699581463
51-8092.00,Gas Plant Operators,3.38,3.25,3.0,3.25,2.75,2.0,3.38,3.12,2.5,3.5,2.62,3.12,2.5,2.62,2.75,1.88,3.12,1.38,1.38,2.75,0.12,0.88,4.62,3.88,3.0,3.38,3.0,3.5,3.0,2.62,2.5,2.62,1.0,1.12,2.62,1,0.640071551032122,0.6755921629199975,0.5987739552763855,0.638145889742835
51-8093.00,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",3.5,3.0,3.0,2.88,3.38,1.88,3.75,3.25,3.0,3.75,2.62,3.12,2.38,2.5,3.0,2.38,3.25,1.5,1.25,2.25,0.0,1.25,4.75,3.88,2.88,2.88,2.62,3.75,3.25,3.12,2.75,3.0,1.5,1.88,2.62,1,0.5953764568897668,0.6424475070789413,0.5653388886078687,0.6010542841921923
51-8099.01,Biofuels Processing Technicians,3.75,3.38,3.0,3.5,2.88,2.5,3.12,2.75,2.75,3.25,3.12,3.12,2.5,2.62,3.0,2.75,3.0,0.25,0.75,2.25,0.88,1.0,3.75,3.5,3.38,3.25,3.12,3.38,3.25,2.88,2.75,3.0,1.38,2.0,2.38,1,0.5831459899004301,0.6096238591919985,0.5647332205446105,0.5858343565456797
51-9011.00,Chemical Equipment Operators and Tenders,3.38,3.12,3.0,3.0,2.88,2.12,3.12,2.88,2.5,3.12,2.62,3.12,1.88,1.62,2.62,2.25,2.88,1.75,0.75,2.12,0.0,0.62,3.88,3.88,2.62,2.75,2.25,3.12,3.0,2.62,2.5,2.88,0.5,1.12,2.38,1,0.6922556628352368,0.7493350275490229,0.637461331556068,0.6930173406467759
51-9012.00,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",2.88,3.0,2.88,2.88,2.62,2.0,3.0,2.88,2.88,3.12,2.62,2.88,2.12,2.0,2.62,2.12,2.88,1.0,0.88,1.88,1.75,0.75,3.75,3.12,2.62,2.62,2.62,2.75,2.75,2.5,2.12,2.88,1.38,1.75,2.38,1,0.6407899295661537,0.6287210241015657,0.6123397917849047,0.6272835818175414
51-9021.00,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",3.0,3.0,2.88,3.0,2.25,1.5,3.0,2.88,2.75,3.0,2.62,2.88,2.88,2.12,3.0,2.12,2.88,0.62,0.75,2.5,0.25,0.38,4.0,3.75,3.0,3.0,2.88,3.38,2.88,2.38,2.62,3.0,1.0,1.62,2.75,1,0.6328369505371825,0.6964034753568171,0.6032000547903635,0.6441468268947877
51-9022.00,"Grinding and Polishing Workers, Hand",2.88,2.88,2.62,2.38,1.75,0.38,2.88,2.25,2.0,2.88,2.25,2.5,2.0,2.0,2.0,2.12,2.5,0.75,1.25,2.25,0.12,0.25,3.12,3.0,2.75,2.75,2.62,2.88,2.5,1.88,1.88,2.62,0.62,0.88,2.0,1,0.7333760476946054,0.7829461946442962,0.6820203365633688,0.7327808596340901
51-9023.00,"Mixing and Blending Machine Setters, Operators, and Tenders",2.88,2.88,2.75,2.5,2.12,2.0,2.88,2.88,2.5,3.0,2.75,2.75,2.12,2.12,2.75,2.12,2.75,0.25,0.25,2.12,0.0,1.0,3.5,3.5,3.12,2.88,2.75,3.0,2.75,2.5,2.0,2.88,1.0,1.12,2.38,1,0.7065319441545626,0.7613124800325863,0.6528924067858952,0.7069122769910147
51-9031.00,"Cutters and Trimmers, Hand",2.62,2.88,2.12,2.12,1.12,0.0,2.12,2.0,1.62,2.62,2.75,2.25,2.0,2.0,2.0,2.12,2.12,0.25,0.0,0.12,0.0,0.0,2.12,2.0,0.12,1.25,0.0,2.0,2.5,1.25,1.25,2.62,0.25,0.5,2.0,1,0.7191940785606903,0.6745344345353033,0.693208328862795,0.6956456139862629
51-9032.00,"Cutting and Slicing Machine Setters, Operators, and Tenders",2.88,2.75,2.0,2.5,2.12,0.5,2.88,2.0,1.88,3.12,2.5,3.0,1.62,1.62,2.12,1.75,2.75,0.62,0.75,2.12,0.75,1.0,3.62,3.5,3.0,3.0,2.75,3.75,2.62,2.12,2.0,2.38,0.75,1.12,2.0,1,0.7301197088277718,0.7433684614395588,0.677495851464812,0.7169946739107141
51-9041.00,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",2.75,2.75,2.38,2.38,2.0,0.75,2.75,2.12,2.0,3.12,2.12,2.25,1.75,1.5,2.38,1.75,2.75,1.0,0.88,2.12,1.5,0.25,3.75,3.62,2.62,2.88,2.62,3.12,2.25,2.12,1.62,2.25,0.62,0.88,1.75,1,0.7268688421988827,0.7104030587236707,0.6801561142647756,0.7058093383957763
51-9051.00,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",3.0,3.12,2.62,3.0,2.0,1.12,3.0,2.38,1.5,3.12,2.12,2.5,1.5,1.88,2.12,1.75,2.62,0.62,0.38,0.88,0.0,0.25,3.5,3.25,1.5,2.0,1.0,2.75,2.12,1.25,1.25,2.12,0.25,0.38,2.0,1,0.7775277911551939,0.8026790302686777,0.7152511981693692,0.7651526731977469
51-9061.00,"Inspectors, Testers, Sorters, Samplers, and Weighers",3.0,3.12,3.12,3.0,2.5,1.0,3.25,2.38,2.12,3.12,2.25,2.88,2.25,2.25,2.12,2.0,2.75,1.62,0.75,1.25,0.0,0.62,3.12,2.88,1.38,2.25,1.12,3.38,2.75,2.0,2.12,2.75,0.88,1.0,2.12,1,0.7149633675700215,0.7717253846341237,0.6616907843314266,0.716126512178524
51-9071.00,Jewelers and Precious Stone and Metal Workers,2.94,2.75,2.38,2.62,2.56,0.75,2.94,2.69,2.12,2.62,2.19,2.25,2.75,2.56,2.38,2.5,2.88,2.62,1.5,2.0,0.19,0.06,2.56,2.44,0.94,1.94,1.38,3.25,2.88,1.94,2.13,2.63,2.0,1.94,2.06,1,0.649817927635695,0.6655384873831167,0.626260189869015,0.6472055349626089
51-9071.06,Gem and Diamond Workers,2.88,3.0,2.88,3.0,2.88,0.62,3.12,2.62,2.12,3.0,2.62,2.38,2.88,1.88,1.75,3.0,2.62,2.38,1.38,2.5,0.0,0.0,2.5,2.25,1.75,1.75,1.5,3.5,3.25,1.5,1.5,2.38,1.88,2.0,2.0,1,0.6564095102694409,0.6637329598318615,0.6291062537735286,0.6497495746249436
51-9081.00,Dental Laboratory Technicians,3.12,3.0,2.88,3.0,2.12,1.12,3.12,3.0,3.0,3.0,2.25,2.62,2.0,1.88,2.75,2.12,2.75,1.88,1.75,2.25,0.0,0.12,2.75,2.62,1.38,2.0,1.88,3.25,2.5,2.0,2.0,3.0,0.88,1.88,2.12,1,0.6529005909379748,0.6881864935331805,0.6238486753306063,0.6549785866005872
51-9082.00,Medical Appliance Technicians,3.62,3.62,3.0,3.12,2.88,1.62,3.5,3.0,2.88,3.12,3.0,3.0,2.38,2.12,3.12,3.0,3.0,2.25,2.38,2.62,0.88,0.38,3.0,2.75,3.0,3.12,3.0,3.75,3.12,3.0,2.5,3.12,1.38,2.12,2.12,1,0.5202151703648568,0.5252140857311716,0.5316206329570363,0.5256832963510215
51-9083.00,Ophthalmic Laboratory Technicians,2.88,2.88,2.62,2.62,2.25,0.88,2.88,2.5,2.38,2.88,2.5,2.5,2.0,1.62,2.25,2.62,2.5,1.25,1.0,2.5,0.0,0.75,2.88,3.12,2.0,2.12,2.5,3.38,2.62,2.0,1.62,2.75,0.88,0.75,2.0,1,0.7221914229400568,0.7760685017150308,0.6711336141076458,0.7231311795875778
51-9111.00,Packaging and Filling Machine Operators and Tenders,2.88,2.75,2.25,2.25,2.0,0.0,2.25,2.12,2.25,2.88,2.62,3.0,2.12,2.0,2.25,2.12,2.12,0.0,0.38,1.75,0.0,0.12,3.25,2.88,2.62,2.62,2.25,2.62,2.12,2.0,2.0,2.38,0.25,0.25,2.25,1,0.7254487733929409,0.769998650510729,0.6825161578031498,0.7259878605689399
51-9123.00,"Painting, Coating, and Decorating Workers",2.25,2.25,1.88,2.5,1.12,0.0,2.62,2.0,2.0,2.62,2.75,2.62,2.0,1.88,1.75,2.12,2.0,0.62,0.5,1.25,0.0,0.0,2.25,1.0,0.88,1.75,0.5,2.12,2.25,1.12,1.12,2.38,0.62,0.75,2.12,1,0.7041222896537533,0.6614030194117504,0.684591724790323,0.683372344618609
51-9124.00,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",2.75,2.25,2.25,2.12,2.0,0.25,2.75,2.12,2.5,3.0,2.12,2.75,2.12,1.88,2.38,2.25,2.62,0.62,0.5,2.62,0.38,0.62,3.75,3.38,2.88,3.0,2.88,3.62,2.38,2.0,2.0,2.62,1.0,1.12,2.0,1,0.7055714473501666,0.7464707046933654,0.6634435163866783,0.7051618894767367
51-9141.00,Semiconductor Processing Technicians,3.38,2.88,2.62,2.88,1.75,1.25,2.88,2.25,2.0,3.0,2.75,2.62,2.12,1.88,2.25,2.0,2.75,1.62,1.0,2.12,0.5,0.75,3.5,2.88,2.88,2.75,2.62,3.38,2.88,1.88,1.38,2.75,0.5,0.88,1.75,1,0.7191736686671675,0.7592842574940164,0.6677031000801321,0.7153870087471054
51-9151.00,Photographic Process Workers and Processing Machine Operators,3.25,3.38,2.88,3.0,2.25,1.0,3.12,2.88,2.88,3.25,3.0,2.88,2.75,2.62,2.75,3.0,2.75,1.25,1.5,2.62,0.62,1.62,3.12,2.88,2.5,2.5,2.25,2.75,2.75,2.75,2.75,2.88,1.75,1.88,2.12,1,0.5828597183815418,0.6078419125559265,0.5707837492784904,0.5871617934053196
51-9161.00,Computer Numerically Controlled Tool Operators,3.62,3.25,2.88,3.0,2.88,1.5,4.0,3.12,3.0,3.88,2.75,2.88,2.5,2.12,3.0,2.12,3.0,2.38,1.88,3.12,2.0,2.62,4.0,3.75,3.12,3.25,3.0,3.75,3.0,2.88,2.88,3.0,1.12,1.5,2.38,1,0.5759686889103364,0.5161026998540379,0.557694840394177,0.5499220763861837
51-9162.00,Computer Numerically Controlled Tool Programmers,3.5,3.0,3.0,3.0,3.5,1.75,3.5,3.62,2.75,3.62,2.75,3.0,2.5,1.88,3.0,1.88,3.38,2.88,2.0,3.0,0.12,4.12,3.75,3.12,2.38,2.75,2.12,3.12,3.12,3.0,3.12,2.88,1.25,2.0,2.5,1,0.6502439995575742,0.6089229290943763,0.5925293318684055,0.6172320868401187
51-9191.00,Adhesive Bonding Machine Operators and Tenders,2.5,2.75,2.25,2.62,2.38,0.5,2.75,2.38,2.12,3.12,2.38,3.0,1.88,1.62,2.38,2.0,2.5,0.75,0.25,2.12,0.12,0.62,4.0,3.75,3.12,3.0,2.88,3.5,2.5,2.62,1.88,2.88,0.75,1.25,1.75,1,0.7293005834097812,0.7633654517882178,0.6735904845884875,0.7220855065954955
51-9192.00,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",2.25,2.38,2.38,2.25,1.12,0.62,2.12,2.12,2.12,3.0,2.12,2.12,2.0,2.0,2.0,2.0,2.12,0.38,0.0,1.25,0.0,0.12,2.88,3.0,1.75,2.12,1.12,2.25,2.12,1.5,1.88,2.5,0.25,0.38,2.0,1,0.747605171241446,0.7728532787195945,0.7046812902479473,0.7417132467363293
51-9193.00,Cooling and Freezing Equipment Operators and Tenders,3.0,3.0,2.88,2.88,2.38,0.88,3.25,3.12,2.38,3.38,2.38,2.88,2.0,2.0,2.75,2.12,3.0,1.5,0.62,2.75,0.5,0.75,3.88,3.62,3.0,3.12,3.0,3.12,3.0,2.25,2.38,3.0,1.25,1.62,2.5,1,0.6759785274355181,0.7185396469504326,0.6281140617991525,0.6742107453950344
51-9194.00,Etchers and Engravers,2.88,3.0,2.25,2.62,1.75,0.25,3.12,2.25,2.0,2.88,2.25,2.12,2.0,1.75,2.12,2.12,2.25,1.62,1.5,2.25,0.0,0.62,3.0,2.88,2.12,2.38,1.38,2.88,2.62,1.62,1.12,2.75,1.0,0.88,2.0,1,0.7376162018672403,0.7718294304066831,0.6865039524462304,0.7319831949067179
51-9195.00,"Molders, Shapers, and Casters, Except Metal and Plastic",3.0,2.88,2.12,2.62,2.38,0.25,2.88,2.5,2.38,2.88,2.62,2.75,2.25,1.88,2.75,2.0,2.88,0.75,0.62,2.25,0.12,0.0,3.12,2.88,2.38,2.75,2.75,2.88,2.62,1.88,1.75,2.75,0.5,1.75,2.12,1,0.7019467841649316,0.7612289839880191,0.6584119201294811,0.7071958960941439
51-9195.03,"Stone Cutters and Carvers, Manufacturing",2.88,2.75,2.25,2.38,1.62,0.38,2.88,2.0,2.25,2.62,2.5,2.38,1.5,1.62,2.25,1.62,2.38,2.12,0.75,1.75,0.12,0.5,2.38,2.38,1.38,1.5,1.12,2.38,2.25,1.62,1.62,2.12,0.62,1.0,1.88,1,0.7755342987808262,0.7947787683834804,0.7155225127584117,0.7619451933075728
51-9195.04,"Glass Blowers, Molders, Benders, and Finishers",3.0,3.0,2.62,2.75,2.12,1.25,3.0,2.88,2.38,3.0,2.62,2.5,2.0,1.88,2.38,1.75,2.75,1.62,0.88,2.25,0.0,0.38,3.0,2.88,2.38,2.5,2.38,3.0,2.75,1.75,1.88,2.62,1.12,1.62,2.12,1,0.7294959480341845,0.787755445168159,0.6711375238435835,0.7294629723486423
51-9195.05,"Potters, Manufacturing",2.88,2.88,2.62,2.88,1.75,0.62,3.12,2.12,1.38,3.0,2.75,2.5,2.0,1.38,1.75,2.0,2.12,1.88,0.75,0.75,0.0,0.12,3.12,3.12,0.62,1.62,0.62,2.5,2.62,1.88,1.38,2.38,0.75,1.62,1.88,1,0.7401971900083026,0.7605062853028244,0.691897601626124,0.7308670256457503
51-9196.00,"Paper Goods Machine Setters, Operators, and Tenders",2.25,2.75,2.12,2.75,2.0,0.0,2.88,2.25,2.12,3.0,2.5,2.62,2.12,2.12,2.12,2.12,2.38,1.75,0.88,2.25,0.62,0.0,3.12,3.0,2.75,2.62,2.25,2.75,2.25,2.5,2.25,2.62,0.75,1.0,2.0,1,0.7009210369797643,0.7425391270849673,0.6627307784652885,0.7020636475100067
51-9197.00,Tire Builders,2.12,2.62,1.75,2.25,1.12,0.0,2.5,1.75,1.88,2.88,2.0,2.0,1.38,1.25,1.88,1.75,2.0,0.38,0.62,1.12,0.12,0.25,3.38,3.12,1.12,2.0,1.0,2.12,2.0,1.12,0.88,2.25,0.5,0.62,1.5,1,0.7738433678335923,0.7686858049054308,0.7261935762622329,0.756240916333752
51-9198.00,Helpers--Production Workers,2.25,2.0,1.62,2.12,1.75,0.25,2.25,1.88,1.88,2.38,2.0,2.38,1.38,1.0,2.0,1.5,2.0,0.62,0.25,1.5,0.0,0.25,2.5,2.5,1.75,1.88,1.75,2.25,1.88,1.12,1.12,1.88,0.62,0.75,1.62,1,0.8020323963953615,0.7817394747808066,0.7432378898342904,0.7756699203368195
53-1041.00,Aircraft Cargo Handling Supervisors,3.0,3.0,3.25,3.12,2.88,0.5,3.5,2.88,3.62,3.88,3.25,3.5,2.75,2.5,3.0,2.62,2.88,1.5,0.75,1.62,0.12,0.62,2.38,2.62,1.88,2.0,1.88,2.5,3.0,2.75,2.62,3.5,0.88,2.0,3.75,1,0.5007119355234453,0.5177998279484726,0.5176924768619422,0.5120680801112867
53-1042.00,"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand",3.75,3.88,3.38,3.75,2.38,0.25,3.75,2.88,3.38,3.5,3.62,3.75,3.38,3.38,3.12,2.75,3.12,1.88,0.62,0.25,0.0,0.38,2.25,1.75,0.0,1.25,0.0,2.25,3.12,2.88,3.0,3.62,2.38,2.5,3.62,0,0.366970602960464,0.28174260192758993,0.43093471594509936,0.35988264027771777
53-1042.01,Recycling Coordinators,3.5,3.12,3.12,3.38,2.75,0.25,3.5,3.12,3.0,3.5,3.12,3.25,3.25,3.0,2.88,2.88,2.75,1.12,0.88,0.38,0.0,0.5,2.75,2.62,0.0,1.12,0.0,2.12,3.12,2.75,2.88,3.62,2.38,2.38,3.5,0,0.44879062893025434,0.39362494794556824,0.4867977466661735,0.443071107847332
53-1043.00,First-Line Supervisors of Material-Moving Machine and Vehicle Operators,3.75,3.62,3.38,3.75,2.0,0.25,3.5,3.12,3.0,3.5,3.38,3.5,3.12,3.0,3.0,3.0,3.5,2.88,0.38,0.5,0.0,0.38,2.62,2.25,1.88,2.0,2.0,2.25,3.5,3.12,3.12,4.0,2.38,2.88,3.5,0,0.41337067737998723,0.3713365837001277,0.4543505974696984,0.4130192861832711
